(2, 3, 4),3,0.024043715846994537,0.0530082811487553
(2, 3, 4),5,0.056284153005464486,0.0826564826281488
(2, 3, 4),10,0.0994535519125683,0.13730316970442155
(1, 3, 4),3,0.02841530054644809,0.05591955761952364
(1, 3, 4),5,0.05737704918032787,0.08452829524664265
(1, 3, 4),10,0.1087431693989071,0.1430734254720062
(1, 2, 4),3,0.03169398907103826,0.05707701935746227
(1, 2, 4),5,0.06448087431693988,0.08554312762220338
(1, 2, 4),10,0.11693989071038251,0.1485354061450555
(1, 2, 3),3,0.024043715846994537,0.04757551663317797
(1, 2, 3),5,0.05792349726775955,0.07982258089385487
(1, 2, 3),10,0.11092896174863387,0.1370680911818411
(0, 3, 4),3,0.0273224043715847,0.05742126841467494
(0, 3, 4),5,0.053551912568306013,0.08477521730446745
(0, 3, 4),10,0.0989071038251366,0.14141713325460595
(0, 2, 4),3,0.030601092896174867,0.05861021935646741
(0, 2, 4),5,0.06065573770491802,0.08610329644290962
(0, 2, 4),10,0.10710382513661203,0.14748835329256688
(0, 2, 3),3,0.02295081967213115,0.04923494235305314
(0, 2, 3),5,0.0540983606557377,0.08011010965816798
(0, 2, 3),10,0.10109289617486339,0.13549708969441332
(0, 1, 4),3,0.034972677595628415,0.060786056038185904
(0, 1, 4),5,0.061748633879781425,0.08784737252069327
(0, 1, 4),10,0.1163934426229508,0.15240906403009913
(0, 1, 3),3,0.027322404371584706,0.052447630822740225
(0, 1, 3),5,0.0551912568306011,0.08206915336766885
(0, 1, 3),10,0.11038251366120216,0.14123331129311567
(0, 1, 2),3,0.03060109289617487,0.05374671827731936
(0, 1, 2),5,0.06229508196721311,0.08330062961254099
(0, 1, 2),10,0.11857923497267761,0.14667220433707878
